drugbank_id,drugbank_name,drugbank_inchikey,drugbank_firstblock,atc_codes,n_atc_codes,drugbank_targets,n_drugbank_targets
DB02579,Acrylic Acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00157,NADH,,,,0,,0
DB00531,Cyclophosphamide,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02579,Acrylic Acid,,,,0,,0
DB00531,Cyclophosphamide,CMSMOCZEIVJLDB-UHFFFAOYSA-N,CMSMOCZEIVJLDB,L01AA01,1,NR1I2,1
DB00532,Mephenytoin,GMHKMTDVRCWUDX-UHFFFAOYSA-N,GMHKMTDVRCWUDX,N03AB04|N03AB54,2,NR1I2|SCN5A,2
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00533,Rofecoxib,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00533,Rofecoxib,RZJQGNCSTQAWON-UHFFFAOYSA-N,RZJQGNCSTQAWON,M01AH02,1,ELN|PTGS2,2
DB00534,Chlormerodrin,BJFGVYCULWBXKF-UHFFFAOYSA-M,BJFGVYCULWBXKF,,0,ALDH5A1|SLC12A1,2
DB00535,Cefdinir,RTXOFQZKPXMALH-GHXIOONMSA-N,RTXOFQZKPXMALH,J01DD15,1,MPO,1
DB00536,Guanidine,ZRALSGWEFCBTJO-UHFFFAOYSA-N,ZRALSGWEFCBTJO,,0,ALDH2|DLG4|GAMT|RNASE1,4
DB00537,Ciprofloxacin,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MYSWGUAQZAJSOK,J01MA02|J01RA10|J01RA11|J01RA12|S01AE03|S02AA15|S03AA07,7,KCNH2|TOP2A,2
DB00538,Gadoversetamide,HBEAOBRDTOXWRZ-UHFFFAOYSA-K,HBEAOBRDTOXWRZ,V08CA06,1,,0
DB00539,Toremifene,XFCLJVABOIYOMF-QPLCGJKRSA-N,XFCLJVABOIYOMF,L02BA02,1,ESR1|SHBG,2
DB00540,Nortriptyline,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,PHVGLTMQBUFIQQ,N06AA10,1,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRB1|CHRM1|DRD2|HRH1|HTR1A|HTR2A|HTR2C|PGRMC1|SLC6A2|SLC6A4,14
DB00171,ATP,,,,0,,0
DB00541,Vincristine,,,,0,,0
DB00541,Vincristine,OGWKCGZFUXNPDA-CFWMRBGOSA-N,OGWKCGZFUXNPDA,L01CA02,1,TUBA4A|TUBB,2
DB00542,Benazepril,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00542,Benazepril,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00542,Benazepril,XPCFTKFZXHTYIP-PMACEKPBSA-N,XPCFTKFZXHTYIP,C09AA07|C09BA07|C09BB13,3,ACE,1
DB00543,Amoxapine,QWGDMFLQWFTERH-UHFFFAOYSA-N,QWGDMFLQWFTERH,N06AA17,1,ADRA1A|ADRA2A|CHRM1|DRD1|DRD2|DRD3|DRD4|GABRA1|HRH1|HRH4|HTR1A|HTR1B|HTR2A|HTR2B|HTR2C|HTR3A|HTR6|HTR7|SLC6A2|SLC6A3|SLC6A4,21
DB00371,Meprobamate,,,,0,,0
DB00544,Fluorouracil,,,,0,,0
DB01101,Capecitabine,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB00544,Fluorouracil,,,,0,,0
DB00371,Meprobamate,,,,0,,0
DB00544,Fluorouracil,,,,0,,0
DB01101,Capecitabine,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB00544,Fluorouracil,,,,0,,0
DB00544,Fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,GHASVSINZRGABV,L01BC02|L01BC52,2,DPYD|TERT|TYMS,3
DB00545,Pyridostigmine,RVOLLAQWKVFTGE-UHFFFAOYSA-N,RVOLLAQWKVFTGE,N07AA02,1,ACHE|BCHE|F10,3
DB00546,Adinazolam,GJSLOMWRLALDCT-UHFFFAOYSA-N,GJSLOMWRLALDCT,N05BA07,1,GABRA1|TSPO,2
DB00547,Desoximetasone,VWVSBHGCDBMOOT-IIEHVVJPSA-N,VWVSBHGCDBMOOT,D07AC03|D07XC02,2,ESRRA|ESRRB|ESRRG|NR3C1,4
DB00548,Azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,BDJRBEYXGGNYIS,D10AX03,1,AKR1D1|SRD5A1|SRD5A2|SRD5A3|TYR,5
DB00549,Zafirlukast,YEEZWCHGZNKEEK-UHFFFAOYSA-N,YEEZWCHGZNKEEK,R03DC01,1,CYSLTR1,1
DB00550,Propylthiouracil,KNAHARQHSZJURB-UHFFFAOYSA-N,KNAHARQHSZJURB,H03BA02,1,DIO1|TPO,2
DB00551,Acetohydroxamic acid,RRUDCFGSUDOHDG-UHFFFAOYSA-N,RRUDCFGSUDOHDG,G04BX03,1,MMP12,1
DB00552,Pentostatin,FPVKHBSQESCIEP-JQCXWYLXSA-N,FPVKHBSQESCIEP,L01XX08,1,ADA,1
DB00553,Methoxsalen,QXKHYNVANLEOEG-UHFFFAOYSA-N,QXKHYNVANLEOEG,D05AD02|D05BA02,2,CYP2A6,1
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00554,Piroxicam,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00554,Piroxicam,QYSPLQLAKJAUJT-UHFFFAOYSA-N,QYSPLQLAKJAUJT,M01AC01|M02AA07|S01BC06,3,PTGS1|PTGS2,2
DB00555,Lamotrigine,PYZRQGJRPPTADH-UHFFFAOYSA-N,PYZRQGJRPPTADH,N03AX09,1,ADORA1|ADORA2A|ADRA1A|ADRA2A|ADRB1|CACNA1E|CHRNA1|DRD1|DRD2|GABRA1|GRIA1|HRH1|HTR2A|HTR3A|OPRK1|SCN11A|SCN1A,17
DB00556,Perflutren,QYSGYZVSCZSLHT-UHFFFAOYSA-N,QYSGYZVSCZSLHT,,0,,0
DB00557,Hydroxyzine,,,,0,,0
DB01373,Calcium,,,,0,,0
DB00557,Hydroxyzine,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,ZQDWXGKKHFNSQK,N05BB01|N05BB51,2,HRH1|KCNH2,2
DB00558,Zanamivir,ARAIBEBZBOPLMB-UFGQHTETSA-N,ARAIBEBZBOPLMB,J05AH01,1,NEU2,1
DB00559,Bosentan,GJPICJJJRGTNOD-UHFFFAOYSA-N,GJPICJJJRGTNOD,C02KX01|G01AE10,2,EDNRA|EDNRB,2
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00560,Tigecycline,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00560,Tigecycline,FPZLLRFZJZRHSY-HJYUBDRYSA-N,FPZLLRFZJZRHSY,J01AA12|J01AA20,2,,0
DB00561,Doxapram,XFDJYSQDBULQSI-UHFFFAOYSA-N,XFDJYSQDBULQSI,R07AB01,1,KCNK3|KCNK9,2
DB00562,Benzthiazide,NDTSRXAMMQDVSW-UHFFFAOYSA-N,NDTSRXAMMQDVSW,G01AE10,1,CA1|CA12|CA2|CA4|CA9|SLC12A3,6
DB00114,Pyridoxal phosphate,,,,0,,0
DB00116,Tetrahydrofolic acid,,,,0,,0
DB00142,Glutamic acid,,,,0,,0
DB00157,NADH,,,,0,,0
DB00158,Folic acid,,,,0,,0
DB00171,ATP,,,,0,,0
DB00563,Methotrexate,,,,0,,0
DB00650,Leucovorin,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01942,Formic acid,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB00563,Methotrexate,FBOZXECLQNJBKD-ZDUSSCGKSA-N,FBOZXECLQNJBKD,L01BA01|L04AX03,2,ATIC|DHFR|SLC19A1|SLC46A1|TYMS,5
DB00157,NADH,,,,0,,0
DB00564,Carbamazepine,,,,0,,0
DB00776,Oxcarbazepine,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB00564,Carbamazepine,FFGPTBGBLSHEPO-UHFFFAOYSA-N,FFGPTBGBLSHEPO,N03AF01,1,CHRNA4|NR1I2|SCN1A,3
DB00565,Cisatracurium,YXSLJKQTIDHPOT-LJCJQEJUSA-N,YXSLJKQTIDHPOT,M03AC11,1,CHRM2|CHRNA1|CHRNA10|CHRNA2,4
DB00566,Succimer,ACTRVOBWPAIOHC-XIXRPRMCSA-N,ACTRVOBWPAIOHC,,0,,0
DB00567,Cephalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,ZAIPMKNFIOOWCQ,J01DB01,1,,0
DB00568,Cinnarizine,,,,0,,0
DB01373,Calcium,,,,0,,0
DB00568,Cinnarizine,DERZBLKQOCDDDZ-JLHYYAGUSA-N,DERZBLKQOCDDDZ,N07CA02|N07CA52,2,CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CHRM1|DRD1|DRD2|HRH1,11
DB00569,Fondaparinux,,,,0,,0
DB01022,Phylloquinone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB00569,Fondaparinux,KANJSNBRCNMZMV-ABRZTLGGSA-N,KANJSNBRCNMZMV,B01AX05,1,F10|SERPINC1,2
DB00171,ATP,,,,0,,0
DB00570,Vinblastine,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB00570,Vinblastine,JXLYSJRDGCGARV-CFWMRBGOSA-N,JXLYSJRDGCGARV,L01CA01,1,JUN|TUBA1A|TUBB|TUBB2A|TUBD1|TUBE1|TUBG1,7
DB00171,ATP,,,,0,,0
DB00571,Propranolol,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB00571,Propranolol,AQHHHDLHHXJYJD-UHFFFAOYSA-N,AQHHHDLHHXJYJD,C07AA05|C07BA05|C07FX01,3,ADRB1|ADRB2|ADRB3|HTR1A|HTR1B,5
DB00572,Atropine,RKUNBYITZUJHSG-SPUOUPEWSA-N,RKUNBYITZUJHSG,A03BA01|A03CB03|S01FA01|V03AB54,4,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA4|CHRNB2|GLRA1,8
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00573,Fenoprofen,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00573,Fenoprofen,RDJGLLICXDHJDY-UHFFFAOYSA-N,RDJGLLICXDHJDY,M01AE04,1,PPARA|PPARG|PTGS1|PTGS2,4
DB00574,Fenfluramine,DBGIVFWFUFKIQN-UHFFFAOYSA-N,DBGIVFWFUFKIQN,A08AA02|N03AX26,2,HTR1A|HTR1D|HTR2A|HTR2B|HTR2C|SIGMAR1|SLC6A4,7
DB00575,Clonidine,GJSURZIOUXUGAL-UHFFFAOYSA-N,GJSURZIOUXUGAL,C02AC01|C02LC01|C02LC51|N02CX02|S01EA04,5,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|AOC3,7
DB00576,Sulfamethizole,VACCAVUAMIDAGB-UHFFFAOYSA-N,VACCAVUAMIDAGB,B05CA04|D06BA04|G01AE10|J01EB02|S01AB01,5,,0
DB00577,Valaciclovir,HDOVUKNUBWVHOX-QMMMGPOBSA-N,HDOVUKNUBWVHOX,J05AB11,1,,0
DB00578,Carbenicillin,FPPNZSSZRUTDAP-UWFZAAFLSA-N,FPPNZSSZRUTDAP,J01CA03|J01CR50,2,,0
DB00579,Mazindol,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,ZPXSCAKFGYXMGA,A08AA05,1,SLC18A2|SLC6A2|SLC6A3|SLC6A4,4
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00580,Valdecoxib,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00580,Valdecoxib,LNPDTQAFDNKSHK-UHFFFAOYSA-N,LNPDTQAFDNKSHK,G01AE10|M01AH03,2,CA2|CA3|PTGS2,3
DB00581,Lactulose,JCQLYHFGKNRPGE-FCVZTGTOSA-N,JCQLYHFGKNRPGE,A06AD11|A06AD61,2,,0
DB00582,Voriconazole,BCEHBSKCWLPMDN-MGPLVRAMSA-N,BCEHBSKCWLPMDN,J02AC03,1,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03017,Lauric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00114,Pyridoxal phosphate,,,,0,,0
DB00118,Ademetionine,,,,0,,0
DB00123,Lysine,,,,0,,0
DB00126,Ascorbic acid,,,,0,,0
DB00139,Succinic acid,,,,0,,0
DB00145,Glycine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01592,Iron,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03193,Stearic acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00126,Ascorbic acid,,,,0,,0
DB00139,Succinic acid,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01592,Iron,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03017,Lauric acid,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03017,Lauric acid,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00583,Levocarnitine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00583,Levocarnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,PHIQHXFUZVPYII,A16AA01,1,CES1|CPT1A|CPT1B|CPT2|CRAT|CROT|MPO|SLC22A4|SLC22A5|SLC25A20|SLC25A29|XDH,12
DB00584,Enalapril,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00584,Enalapril,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00584,Enalapril,GBXSMTUPTTWBMN-XIRDDKMYSA-N,GBXSMTUPTTWBMN,C09AA02|C09BA02|C09BB02|C09BB06,4,ACE,1
DB00171,ATP,,,,0,,0
DB00585,Nizatidine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB03128,Acetylcholine,,,,0,,0
DB00585,Nizatidine,SGXXNSQHWDMGGP-UHFFFAOYSA-N,SGXXNSQHWDMGGP,A02BA04,1,HRH2,1
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00586,Diclofenac,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00586,Diclofenac,DCOPUUMXTXDBNB-UHFFFAOYSA-N,DCOPUUMXTXDBNB,D11AX18|M01AB05|M01AB55|M02AA15|S01BC03|S01CC01,6,PTGS1|PTGS2,2
DB00587,Cinalukast,BZMKNPGKXJAIDV-VAWYXSNFSA-N,BZMKNPGKXJAIDV,,0,CYSLTR1,1
DB00588,Fluticasone propionate,WMWTYOKRWGGJOA-CENSZEJFSA-N,WMWTYOKRWGGJOA,,0,NR3C1|NR3C2|PGR|PLA2G4A,4
DB00589,Lisuride,BKRGVLQUQGGVSM-KBXCAEBGSA-N,BKRGVLQUQGGVSM,G02CB02|N02CA07,2,ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR7,15
DB00590,Doxazosin,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,RUZYUOTYCVRMRZ,C02CA04|G04CA55,2,ADRA1A|ADRA1B|ADRA1D|KCNH2,4
DB00591,Fluocinolone acetonide,FEBLZLNTKCEFIT-VSXGLTOVSA-N,FEBLZLNTKCEFIT,C05AA10|D07AC04|D07BC02|D07CC02|S01BA15|S01CA10|S02BA08|S02CA05,8,ANXA1|ANXA2|ANXA3|ANXA4|ANXA5|NR3C1|PLA2G1B,7
DB00592,Piperazine,GLUUGHFHXGJENI-UHFFFAOYSA-N,GLUUGHFHXGJENI,P02CB01,1,GABRB3,1
DB00593,Ethosuximide,HAPOVYFOVVWLRS-UHFFFAOYSA-N,HAPOVYFOVVWLRS,N03AD01|N03AD51,2,CACNA1G,1
DB00151,Cysteine,,,,0,,0
DB00594,Amiloride,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB03904,Urea,,,,0,,0
DB00594,Amiloride,XSDQTOBWRPYKKA-UHFFFAOYSA-N,XSDQTOBWRPYKKA,C03DB01,1,AOC1|ASIC1|ASIC2|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1,9
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00595,Oxytetracycline,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00595,Oxytetracycline,IWVCMVBTMGNXQD-PXOLEDIWSA-N,IWVCMVBTMGNXQD,A01AB25|D06AA03|G01AA07|J01AA06|J01AA20|J01AA56|S01AA04,7,,0
DB00596,Ulobetasol,LEHFPXVYPMWYQD-XHIJKXOTSA-N,LEHFPXVYPMWYQD,D05AX55|D07AC21,2,ESRRA|ESRRB|ESRRG|NR3C1,4
DB00597,Gadoteridol,DPNNNPAKRZOSMO-UHFFFAOYSA-K,DPNNNPAKRZOSMO,V08CA04,1,,0
DB00171,ATP,,,,0,,0
DB00598,Labetalol,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB00598,Labetalol,SGUAFYQXFOLMHL-UHFFFAOYSA-N,SGUAFYQXFOLMHL,C07AG01|C07BG01|C07CG01,3,ADRA1A|ADRB1|ADRB2,3
DB00599,Thiopental,IUJDSEJGGMCXSG-UHFFFAOYSA-N,IUJDSEJGGMCXSG,N01AF03|N05CA19|N05CB01,3,CHRM3|CHRNA4|CHRNA7|FAAH|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GRIA2|GRIK2,12
DB00600,Monobenzone,VYQNWZOUAUKGHI-UHFFFAOYSA-N,VYQNWZOUAUKGHI,D11AX13,1,TYR,1
DB00601,Linezolid,TYZROVQLWOKYKF-ZDUSSCGKSA-N,TYZROVQLWOKYKF,J01XX08,1,,0
DB00602,Ivermectin,SPBDXSGPUHCETR-JFUDTMANSA-N,SPBDXSGPUHCETR,D11AX22|P02CF01,2,,0
DB00603,Medroxyprogesterone acetate,PSGAAPLEWMOORI-PEINSRQWSA-N,PSGAAPLEWMOORI,G03AA08|G03AA17|G03AC06|G03DA02|G03FA12|G03FB06|L02AB02,7,ABCB1|ESR1|GABRA1|PGR,4
DB00604,Cisapride,DCSUBABJRXZOMT-IRLDBZIGSA-N,DCSUBABJRXZOMT,A03FA02,1,HTR2A|HTR3A|HTR4|KCNH2,4
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00605,Sulindac,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00605,Sulindac,MLKXDPUZXIRXEP-MFOYZWKCSA-N,MLKXDPUZXIRXEP,M01AB02,1,AKR1B1|AKR1B10|MAPK3|PPARD|PTGDR2|PTGS1|PTGS2,7
DB00151,Cysteine,,,,0,,0
DB00606,Cyclothiazide,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB03904,Urea,,,,0,,0
DB00606,Cyclothiazide,BOCUKUHCLICSIY-UHFFFAOYSA-N,BOCUKUHCLICSIY,C03AA09|C03AB09|G01AE10,3,CA1|CA2|FXYD2|SFRP4,4
DB00607,Nafcillin,GPXLMGHLHQJAGZ-JTDSTZFVSA-N,GPXLMGHLHQJAGZ,J01CF06|J01CR50,2,,0
DB00608,Chloroquine,WHTVZRBIWZFKQO-UHFFFAOYSA-N,WHTVZRBIWZFKQO,P01BA01|P01BB52,2,ACE2|ACKR1|GSTA2|GSTM1|HMGB1|TLR9|TNF,7
DB00609,Ethionamide,AEOCXXJPGCBFJA-UHFFFAOYSA-N,AEOCXXJPGCBFJA,J04AD03,1,NFE2L2,1
DB00610,Metaraminol,WXFIGDLSSYIKKV-RCOVLWMOSA-N,WXFIGDLSSYIKKV,C01CA09,1,ADRA1A|DRD2,2
DB00611,Butorphanol,IFKLAQQSCNILHL-QHAWAJNXSA-N,IFKLAQQSCNILHL,N02AF01,1,OPRD1|OPRK1|OPRM1,3
DB00171,ATP,,,,0,,0
DB00612,Bisoprolol,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB00612,Bisoprolol,VHYCDWMUTMEGQY-UHFFFAOYSA-N,VHYCDWMUTMEGQY,C07AB07|C07BB07|C07FB07|C07FX04|C09BX02|C09BX04|C09BX05|C09BX06,8,ADRB1|ADRB2,2
DB00613,Amodiaquine,OVCDSSHSILBFBN-UHFFFAOYSA-N,OVCDSSHSILBFBN,P01BA06|P01BF03,2,HNMT,1
DB00614,Furazolidone,PLHJDBGFXBMTGZ-WEVVVXLNSA-N,PLHJDBGFXBMTGZ,G01AX06|P01AB51,2,,0
DB00615,Rifabutin,ATEBXHFBFRCZMA-VXTBVIBXSA-N,ATEBXHFBFRCZMA,A02BD16|J04AB04,2,HSP90AA1|HSP90B1,2
